name,exth,modelg_r,extj,extk,e_uhmag,exti,ukmag,extg,2kmag,nuvmag,extz,dedeg,e_zmag,e_ukmag,e_uymag,extu,radeg,extr,e_2kmag,2jmag,r50,gmag,uymag,rmag,modelg_i,modelg_j,dgr,2hmag,imag,b_a,extnuv,r90,e_2hmag,e_imag,modelu_j,modelu_k,modelu_i,modelu_r,logmstar,e_uvm2mag,grpcz,uvm2mag,e_rmag,absrmag,modelg_k,zmag,extuvm2,exty,e_umag,cz,e_nuvmag,e_2jmag,e_gmag,uhmag,umag,fl_insample,ef21corr_rand,f21corr,f21,limflagmhi,confused,deconf_mode,ef21corr_sys,hitelescope,rms_hi,e_f21,dens_corr_b,f_s16sample_s,dens_corr_s,groupmass_b,groupid_b,dist_b,dens_b,f_dist_s,dist_s,f_s16sample_b,groupid_s,groupmass_s,dens_s,f_dist_b
rs0109,0.023,0.838,0.036,0.014,0.059,0.082,10.988,0.149,10.878,19.698,0.058,2.5734,0.021,0.022,0.037,0.203,144.6279,0.108,0.023,12.01,13.18,15.214,12.637,14.305,1.268,2.979,-0.042,11.256,13.82,0.19,0.361,28.98,0.031,0.021,4.707,5.735,2.996,2.566,10.41,-99.0,6830.02,-99.0,0.022,-20.75,4.007,13.44,0.371,0.047,0.029,6829.1,0.072,0.041,0.021,11.288,16.992,1,0.0,0.0,1.0,0,0,0,0.0,ALFALFA,2.73,0.11,12.59,1,12.65,11.94,22450.0,0.74,12.59,0,0.7,1,12266.0,11.99,12.65,0
rs0110,0.02,0.641,0.032,0.013,0.122,0.073,15.497,0.133,-99.0,22.177,0.052,2.6682,0.04,0.25,0.236,0.181,144.6489,0.097,-99.0,-99.0,2.46,18.495,16.673,17.793,0.934,2.147,-0.041,-99.0,17.477,0.69,0.323,6.29,-99.0,0.033,3.5,4.282,2.287,1.995,8.81,-99.0,6329.5,-99.0,0.026,-17.085,2.928,17.171,0.331,0.042,0.197,6329.5,0.808,-99.0,0.032,15.722,19.592,0,0.0,0.0,0.28,1,0,0,0.0,ALFALFA,2.77,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
rs0111,0.029,0.424,0.046,0.019,-99.0,0.106,-99.0,0.193,-99.0,19.512,0.075,4.7214,0.134,-99.0,-99.0,0.262,144.7536,0.14,-99.0,-99.0,8.24,17.507,-99.0,17.053,0.701,2.121,0.112,-99.0,16.776,0.37,0.466,23.88,-99.0,0.206,3.134,4.129,1.714,1.438,8.75,-99.0,5523.11,-99.0,0.181,-17.578,3.116,16.274,0.478,0.061,0.313,5537.0,0.079,-99.0,0.082,-99.0,17.279,1,0.0,0.0,0.79,0,0,0,0.0,ALFALFA,2.23,0.07,10.85,0,0.0,11.03,26212.0,7.28,10.63,0,0.0,1,0.0,0.0,0.0,0
rs0112,0.026,0.681,0.04,0.016,-99.0,0.093,-99.0,0.169,9.726,17.473,0.066,3.5771,0.021,-99.0,0.02,0.23,145.1516,0.123,0.061,10.741,15.69,13.307,11.33,12.564,1.01,2.328,-0.041,10.138,12.184,0.67,0.409,63.49,0.156,0.021,3.804,4.727,2.486,2.157,10.75,-99.0,4744.46,-99.0,0.021,-21.718,3.251,11.9,0.42,0.054,0.076,4751.5,0.036,0.095,0.02,-99.0,14.88,1,0.0,0.0,1.97,0,0,0,0.0,ALFALFA,2.5,0.12,11.35,1,11.32,12.2,22600.0,0.0,11.31,0,0.0,1,12416.0,12.26,11.32,0
rs0113,0.079,0.693,0.123,0.05,0.158,0.285,11.789,0.519,11.589,19.961,0.202,1.3189,0.023,0.081,0.043,0.705,145.4796,0.376,0.118,12.698,11.01,15.623,13.33,14.722,1.025,2.335,-0.079,11.727,14.278,0.37,1.255,43.62,0.172,0.038,3.786,4.704,2.475,2.143,10.31,-99.0,6415.3,-99.0,0.074,-20.467,3.253,13.904,1.288,0.164,0.047,6422.5,0.137,0.218,0.029,11.9,17.127,1,0.0,0.0,0.84,0,0,0,0.0,ALFALFA,3.15,0.11,11.23,1,11.32,11.65,22707.0,6.18,11.22,0,6.06,1,12517.0,11.72,11.32,0
rs0114,0.024,0.266,0.038,0.015,0.307,0.088,13.304,0.159,13.299,17.524,0.062,3.3468,0.025,0.145,0.346,0.216,145.6133,0.115,0.124,14.385,9.52,15.782,14.383,15.42,0.419,1.497,-0.089,12.91,15.22,0.86,0.385,21.31,0.257,0.024,2.449,3.208,1.371,1.218,9.37,-99.0,7010.84,-99.0,0.021,-19.699,2.256,15.069,0.395,0.05,0.063,7010.7,0.021,0.112,0.022,13.993,16.761,0,0.0,0.0,1.58,0,0,0,0.0,ALFALFA,2.45,0.06,11.12,1,11.03,11.35,22693.0,3.89,11.12,0,3.7,1,12504.0,11.28,11.03,0
rs0115,0.077,0.145,0.121,0.049,1.194,0.28,16.205,0.509,-99.0,21.024,0.198,1.3006,0.071,0.819,2.032,0.692,145.6578,0.369,-99.0,15.188,8.76,18.217,16.727,17.829,0.226,1.203,-0.168,14.91,17.459,0.5,1.231,19.47,0.371,0.13,2.2,2.942,1.224,1.143,8.27,-99.0,7247.35,-99.0,0.125,-17.616,1.944,17.721,1.264,0.161,3.193,7247.5,2.456,0.557,0.046,16.353,18.74,0,0.0,0.0,1.15,0,0,0,0.0,ALFALFA,2.9,0.09,11.32,0,0.0,11.2,20450.0,5.83,11.28,0,0.0,1,0.0,0.0,0.0,0
rs0117,0.024,0.676,0.038,0.016,-99.0,0.088,11.921,0.16,11.992,19.647,0.063,3.4301,0.022,0.317,0.2,0.218,145.7819,0.116,0.096,12.946,8.18,15.349,13.278,14.614,0.994,2.251,-0.032,12.292,14.252,0.64,0.388,29.67,0.065,0.024,3.679,4.521,2.422,2.104,10.29,-99.0,7019.66,-99.0,0.022,-20.513,3.093,14.002,0.398,0.051,0.043,7035.1,0.119,0.088,0.021,-99.0,16.968,0,0.0,0.0,0.22,1,0,0,0.0,GBT,1.36,0.0,11.32,1,10.92,11.66,22743.0,4.45,11.32,0,4.23,1,12546.0,11.77,10.92,0
rs0118,0.028,0.33,0.044,0.018,0.572,0.101,14.023,0.183,13.086,18.287,0.071,3.9403,0.039,0.109,0.143,0.249,145.7854,0.133,0.388,14.024,12.04,16.284,15.135,15.848,0.5,1.571,0.006,13.145,15.576,0.57,0.443,32.92,0.853,0.023,2.576,3.301,1.505,1.336,9.07,-99.0,5701.7,-99.0,0.093,-18.84,2.296,15.412,0.455,0.058,0.041,5705.2,0.026,0.474,0.033,14.165,17.146,1,0.0,0.0,1.23,0,0,0,0.0,ALFALFA,2.3,0.08,11.2,1,11.24,11.18,24001.0,3.75,11.2,0,3.94,1,13730.0,11.16,11.24,0
rs0119,0.063,0.363,0.099,0.04,0.339,0.228,16.72,0.415,-99.0,21.181,0.162,0.3731,1.241,2.194,-99.0,0.565,145.8265,0.301,-99.0,15.208,6.61,18.015,-99.0,17.397,0.535,1.604,-0.082,14.952,17.067,0.58,1.004,11.48,0.214,0.09,2.786,3.536,1.717,1.545,8.57,-99.0,6298.63,-99.0,1.612,-17.677,2.353,16.781,1.031,0.131,0.486,6303.9,4.132,0.173,0.172,15.636,18.08,1,0.0,0.0,1.65,0,0,0,0.0,ALFALFA,2.95,0.1,11.64,0,0.0,11.23,23854.0,2.22,11.5,0,0.0,1,0.0,0.0,0.0,0
rs0120,0.024,0.373,0.038,0.015,0.184,0.087,13.01,0.158,12.805,17.936,0.062,3.4038,0.061,0.205,0.074,0.215,146.039,0.115,0.069,13.756,10.7,15.797,14.208,15.342,0.588,1.799,-0.074,13.32,15.089,0.35,0.383,21.88,0.263,0.029,2.873,3.724,1.662,1.447,9.51,-99.0,6947.19,-99.0,0.067,-19.78,2.651,14.878,0.393,0.05,0.03,7022.2,0.018,0.23,0.022,13.33,16.956,1,0.0,0.0,1.25,0,0,0,0.0,ALFALFA,2.26,0.08,11.65,1,11.04,11.36,22714.0,5.1,11.65,0,4.87,1,12523.0,11.36,11.04,0
rs0121,0.037,0.347,0.058,0.024,0.082,0.134,12.535,0.244,12.501,-99.0,0.095,2.4102,0.199,0.077,0.142,0.331,146.0433,0.177,0.069,13.441,6.93,15.226,13.758,14.755,0.538,1.658,-0.054,12.722,14.472,0.86,0.589,21.69,0.135,0.046,2.548,3.31,1.428,1.238,9.71,-99.0,5791.14,-99.0,0.027,-20.014,2.42,14.062,0.605,0.077,0.067,5803.1,-99.0,0.223,0.023,12.84,16.147,1,0.0,0.0,5.16,0,0,0,0.0,ALFALFA,2.58,0.09,11.77,1,11.68,11.72,22868.0,2.59,11.77,0,2.7,1,12664.0,11.45,11.68,0
rs0122,0.025,0.153,0.039,0.016,1.747,0.091,15.074,0.165,-99.0,18.484,0.064,4.0018,0.084,0.392,0.422,0.224,146.1434,0.119,-99.0,15.574,7.49,17.011,15.742,16.732,0.246,1.247,-0.146,-99.0,16.565,0.55,0.398,15.36,-99.0,0.206,2.137,2.879,1.136,1.043,8.43,-99.0,5721.1,-99.0,0.242,-17.948,1.989,16.565,0.409,0.052,0.208,5716.7,0.273,0.222,0.219,14.489,17.937,1,0.0,0.0,1.93,0,0,0,0.0,ALFALFA,2.25,0.07,11.44,0,0.0,11.21,24003.0,3.24,11.44,0,0.0,1,0.0,0.0,0.0,0
rs0123,0.026,0.238,0.041,0.017,0.128,0.094,14.635,0.171,14.403,18.957,0.067,4.5808,0.082,0.235,0.386,0.233,146.2123,0.124,0.154,15.412,5.47,16.938,15.732,16.54,0.373,1.406,0.02,14.17,16.326,0.84,0.414,13.77,0.199,0.025,2.452,3.209,1.419,1.284,8.73,-99.0,6183.68,-99.0,0.09,-18.315,2.163,16.302,0.425,0.054,0.087,6184.4,0.043,0.249,0.055,14.943,17.969,1,0.0,0.0,0.59,0,0,0,0.0,ALFALFA,2.18,0.05,11.21,0,0.0,11.01,26215.0,5.46,11.14,0,0.0,1,0.0,0.0,0.0,0
rs0124,0.043,0.218,0.067,0.027,-99.0,0.155,14.375,0.283,-99.0,18.528,0.11,2.4653,0.044,0.12,0.261,0.384,146.2254,0.205,-99.0,15.157,17.03,16.656,15.754,16.308,0.344,1.379,-0.056,14.965,16.054,0.23,0.683,39.95,0.484,0.027,2.279,3.011,1.244,1.117,8.79,-99.0,5801.72,-99.0,0.034,-18.489,2.111,15.937,0.702,0.089,0.049,5802.4,0.07,0.336,0.024,-99.0,17.457,1,0.0,0.0,2.16,0,0,0,0.0,ALFALFA,2.44,0.08,11.77,0,0.0,11.72,22868.0,2.59,11.77,0,0.0,1,0.0,0.0,0.0,0
rs0125,0.093,0.826,0.145,0.059,0.014,0.335,10.891,0.609,11.027,21.751,0.238,0.0682,0.021,0.274,0.021,0.828,146.2317,0.442,0.302,11.904,9.34,15.215,12.446,14.191,1.198,2.731,-0.044,11.352,13.673,0.44,1.473,24.23,0.188,0.021,4.47,5.406,2.936,2.564,10.67,-99.0,6302.47,-99.0,0.022,-21.021,3.667,13.278,1.513,0.193,0.118,6295.9,0.462,0.026,0.021,11.185,17.189,1,0.0,0.0,0.61,1,0,0,0.0,ALFALFA,3.28,0.0,11.8,1,11.76,12.19,22716.0,0.0,11.53,0,0.0,1,10049.0,12.27,11.76,0
rs0126,0.092,0.661,0.144,0.059,0.22,0.333,14.962,0.605,-99.0,23.435,0.236,0.064,0.043,0.21,1.131,0.823,146.2829,0.439,-99.0,-99.0,3.34,18.66,16.141,17.806,0.964,2.218,0.059,-99.0,17.372,0.52,1.464,8.67,-99.0,0.027,3.616,4.442,2.361,2.059,8.95,-99.0,6302.47,-99.0,0.051,-17.4,3.045,17.078,1.503,0.192,0.208,6284.9,1.708,-99.0,0.029,15.182,20.117,1,0.03,0.29,0.43,0,1,1,0.26,AO,0.38,0.02,0.0,1,11.76,0.0,0.0,0.0,0.0,0,0.0,0,10049.0,12.27,11.76,0
rs0127,0.095,0.376,0.148,0.06,0.422,0.343,13.317,0.624,13.26,19.653,0.243,0.0355,0.023,0.094,0.077,0.848,146.3009,0.453,0.118,14.345,2.62,16.687,14.709,16.076,0.593,1.837,0.057,13.546,15.77,0.92,1.51,5.45,0.064,0.022,2.911,3.791,1.667,1.45,9.25,-99.0,6302.47,-99.0,0.041,-19.157,2.717,15.495,1.55,0.198,0.03,6323.8,0.051,0.044,0.021,13.684,17.857,1,0.09,0.92,1.46,0,1,1,0.92,ALFALFA,3.98,0.12,0.0,1,11.76,0.0,0.0,0.0,0.0,0,0.0,0,10049.0,12.27,11.76,0
rs0128,0.026,0.464,0.04,0.016,0.11,0.093,13.203,0.17,13.486,18.428,0.066,4.4106,0.022,0.629,0.071,0.231,146.3977,0.123,0.171,13.974,4.58,16.174,14.577,15.634,0.701,1.883,-0.125,13.495,15.355,0.92,0.41,9.68,0.093,0.022,2.984,3.777,1.803,1.566,9.45,-99.0,5791.46,-99.0,0.021,-19.077,2.675,15.163,0.421,0.054,0.06,5791.5,0.065,0.047,0.022,13.389,17.363,1,0.0,0.0,1.25,0,0,0,0.0,ALFALFA,2.21,0.06,11.22,1,10.86,11.27,25113.0,4.45,11.19,0,4.65,1,14835.0,11.32,10.86,0
rs0129,0.03,0.4,0.046,0.019,0.05,0.107,12.064,0.194,11.654,17.148,0.076,3.1452,0.04,0.057,-99.0,0.264,146.4949,0.141,0.151,12.853,7.41,14.963,-99.0,14.458,0.622,1.831,-0.128,12.274,14.205,0.8,0.469,16.53,0.177,0.021,2.895,3.737,1.685,1.463,9.77,-99.0,5828.61,-99.0,0.021,-20.26,2.673,13.99,0.482,0.061,0.027,5760.3,0.017,0.109,0.03,12.396,16.075,1,0.0,0.0,2.18,0,0,0,0.0,ALFALFA,2.59,0.08,11.9,1,11.87,12.37,23010.0,0.0,11.9,0,0.0,1,12801.0,12.3,11.87,0
rs0130,0.03,0.189,0.047,0.019,0.155,0.108,15.012,0.197,-99.0,18.813,0.077,3.1343,0.056,0.228,0.225,0.267,146.5092,0.143,-99.0,15.512,5.77,17.057,15.824,16.756,0.301,1.307,-0.129,14.977,16.604,0.45,0.476,12.19,0.207,0.026,2.258,2.991,1.252,1.14,8.53,-99.0,5828.61,-99.0,0.021,-18.033,2.04,16.43,0.488,0.062,0.114,5947.3,0.051,0.225,0.026,15.249,18.114,1,0.0,0.0,1.58,0,0,0,0.0,ALFALFA,2.59,0.08,11.9,0,0.0,12.37,23010.0,0.0,11.9,0,0.0,1,0.0,0.0,0.0,0
rs0131,0.024,0.768,0.037,0.015,0.21,0.087,10.247,0.158,10.379,19.076,0.061,4.4036,0.047,0.101,0.045,0.214,146.5146,0.114,0.302,11.129,9.97,13.795,11.621,12.972,1.128,2.461,-0.03,10.433,12.538,0.79,0.381,39.36,0.059,0.021,4.039,4.969,2.705,2.345,10.77,-99.0,4795.02,-99.0,0.057,-21.327,3.391,12.274,0.391,0.05,0.342,4810.5,0.224,0.036,0.041,10.366,15.37,1,0.0,0.0,0.38,1,0,0,0.0,ALFALFA,2.36,0.0,11.25,1,11.18,12.21,23018.0,0.0,11.06,0,0.0,1,12809.0,12.26,11.18,0
rs0132,0.11,0.284,0.173,0.07,0.244,0.4,15.474,0.727,-99.0,21.933,0.284,0.7818,0.062,0.725,0.262,0.988,146.5307,0.527,-99.0,-99.0,4.21,18.666,17.085,18.136,0.441,1.514,0.002,-99.0,17.886,0.38,1.758,9.39,-99.0,0.049,2.651,3.44,1.579,1.422,8.23,-99.0,5890.8,-99.0,0.042,-17.016,2.303,17.509,1.805,0.23,0.23,5890.8,0.61,-99.0,0.03,16.313,19.972,0,0.0,0.0,1.04,0,0,0,0.0,ALFALFA,3.05,0.08,12.7,0,0.0,11.08,20095.0,2.96,12.7,0,0.0,1,0.0,0.0,0.0,0
rs0133,0.028,0.532,0.044,0.018,0.041,0.103,10.8,0.187,10.784,16.972,0.073,3.0458,0.021,0.029,0.028,0.254,146.5844,0.136,0.037,11.831,12.39,14.488,12.438,13.846,0.847,2.352,-0.227,11.06,13.523,0.48,0.452,23.86,0.021,0.023,3.469,4.542,1.964,1.649,10.19,-99.0,5828.61,-99.0,0.023,-20.891,3.425,13.235,0.464,0.059,0.033,5824.0,0.017,0.051,0.02,11.209,15.648,1,0.11,8.8,12.01,0,1,1,8.8,ALFALFA,2.63,0.14,11.9,1,11.87,12.37,23010.0,0.0,11.9,0,0.0,1,12801.0,12.3,11.87,0
rs0134,0.028,0.593,0.044,0.018,0.016,0.103,10.123,0.187,10.102,16.786,0.073,3.0713,0.021,0.015,0.009,0.254,146.5878,0.136,0.03,11.128,20.95,13.829,11.671,13.132,0.921,2.442,-0.246,10.389,12.764,0.29,0.452,43.86,0.052,0.021,3.801,4.802,2.281,1.952,10.59,-99.0,5828.61,-99.0,0.02,-21.596,3.443,12.48,0.464,0.059,0.066,5801.1,0.018,0.035,0.02,10.482,15.198,1,0.15,12.25,12.01,0,1,1,8.77,ALFALFA,2.63,0.14,11.9,1,11.87,12.37,23010.0,0.0,11.9,0,0.0,1,12801.0,12.3,11.87,0
rs0135,0.032,0.329,0.051,0.021,0.172,0.117,12.952,0.213,12.6,17.057,0.083,2.5615,0.023,0.16,0.24,0.29,146.7496,0.155,0.176,13.143,13.27,15.18,14.09,14.797,0.512,1.607,-0.039,12.533,14.614,0.94,0.516,55.65,0.528,0.024,2.585,3.335,1.49,1.307,9.75,-99.0,5916.32,-99.0,0.111,-19.98,2.357,14.175,0.53,0.068,0.092,5883.1,0.115,0.35,0.022,13.185,16.124,1,0.0,0.0,1.65,0,0,0,0.0,ALFALFA,2.5,0.07,12.2,1,12.13,11.32,23143.0,1.96,12.2,0,2.0,1,12926.0,11.33,12.13,0
rs0136,0.086,0.729,0.134,0.055,0.079,0.31,-99.0,0.563,10.757,19.242,0.22,0.6657,0.025,-99.0,0.066,0.766,146.8069,0.409,0.203,12.216,7.7,15.519,12.793,14.575,1.133,2.815,-0.124,11.379,14.083,0.36,1.363,18.63,0.019,0.025,4.354,5.385,2.671,2.267,10.43,-99.0,5836.54,-99.0,0.13,-20.435,3.846,13.699,1.399,0.178,0.507,5825.5,0.047,0.016,0.036,11.35,17.092,1,0.0,0.0,0.88,0,0,0,0.0,ALFALFA,4.17,0.15,11.59,1,11.53,11.6,22727.0,3.08,11.53,0,3.13,1,12347.0,11.72,11.53,0
rs0137,0.081,0.583,0.127,0.052,0.241,0.294,-99.0,0.535,14.49,21.581,0.209,0.7408,0.029,-99.0,0.171,0.727,146.8421,0.388,0.223,14.974,4.16,17.577,15.553,16.822,0.848,2.043,-0.011,13.897,16.422,0.62,1.293,10.66,0.273,0.038,3.353,4.129,2.158,1.893,9.13,-99.0,5836.54,-99.0,0.036,-18.172,2.819,16.177,1.328,0.169,0.167,5836.8,0.233,0.196,0.032,14.406,19.041,1,0.0,0.0,0.08,0,0,0,0.0,AO,0.33,0.01,0.0,1,11.53,0.0,0.0,0.0,0.0,0,3.13,0,12347.0,11.72,11.53,0
rs0138,0.022,0.34,0.034,0.014,0.146,0.079,14.591,0.144,14.383,19.389,0.056,3.2837,0.057,0.091,-99.0,0.195,146.9006,0.104,0.173,14.951,4.99,17.209,-99.0,16.781,0.53,1.683,0.004,14.523,16.536,0.36,0.348,10.98,0.114,0.036,2.766,3.582,1.613,1.423,8.61,-99.0,4792.59,-99.0,0.026,-17.504,2.499,16.406,0.357,0.046,0.044,4799.1,0.052,0.364,0.036,14.863,18.286,1,0.0,0.0,0.92,0,0,0,0.0,ALFALFA,2.52,0.08,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
rs0139,0.023,0.148,0.035,0.014,0.439,0.081,15.208,0.148,-99.0,19.003,0.058,3.3373,0.048,0.951,-99.0,0.201,146.9203,0.107,-99.0,15.846,3.83,17.269,-99.0,17.097,0.239,1.246,0.242,-99.0,17.011,0.64,0.358,9.85,-99.0,0.03,2.172,2.922,1.165,1.074,8.15,-99.0,4792.59,-99.0,0.028,-17.168,1.996,16.777,0.367,0.047,0.04,4750.3,0.071,0.286,0.026,15.325,18.337,0,0.0,0.0,0.77,0,0,0,0.0,ALFALFA,2.54,0.07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
rs0140,0.034,0.099,0.053,0.022,-99.0,0.122,14.712,0.222,-99.0,18.306,0.087,2.5292,0.285,0.367,0.094,0.302,147.0396,0.161,-99.0,15.319,3.49,16.795,15.906,16.579,0.159,1.112,0.098,-99.0,16.525,0.71,0.538,8.09,-99.0,0.059,1.911,2.615,0.958,0.898,8.45,-99.0,5903.48,-99.0,0.023,-18.236,1.816,16.355,0.552,0.07,0.058,5969.1,0.077,0.494,0.031,-99.0,17.556,1,0.07,0.71,2.31,0,1,1,0.1,ALFALFA,2.49,0.09,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
rs0141,0.034,0.332,0.053,0.022,-99.0,0.122,-99.0,0.222,13.718,18.725,0.087,2.5394,0.055,-99.0,0.216,0.302,147.0411,0.161,0.132,15.198,5.59,16.744,15.109,16.317,0.53,1.723,-0.105,14.347,16.078,0.29,0.538,12.09,0.214,0.024,2.724,3.566,1.531,1.333,8.93,-99.0,5903.48,-99.0,0.126,-18.447,2.565,15.871,0.552,0.07,0.163,5831.1,0.058,0.248,0.021,-99.0,17.727,1,0.12,1.56,2.31,0,1,1,0.31,ALFALFA,2.49,0.09,11.99,1,11.92,11.21,22731.0,2.5,11.99,0,2.57,1,12536.0,11.12,11.92,0
rs0142,0.021,0.523,0.033,0.014,0.043,0.077,12.104,0.139,11.725,18.248,0.054,3.9059,0.022,0.061,0.038,0.19,147.0676,0.101,0.31,13.093,6.65,15.668,13.698,15.052,0.837,2.318,-0.154,12.442,14.731,0.37,0.337,13.5,0.062,0.021,3.518,4.559,2.037,1.723,9.79,-99.0,7028.4,-99.0,0.028,-20.058,3.36,14.442,0.346,0.044,0.03,7029.8,0.024,0.034,0.021,12.426,16.903,0,0.0,0.0,1.02,0,0,0,0.0,ALFALFA,2.35,0.09,11.45,1,11.06,11.46,23188.0,8.58,11.45,0,8.18,1,12970.0,11.53,11.06,0
rs0143,0.025,0.461,0.039,0.016,0.132,0.089,-99.0,0.162,12.078,17.936,0.063,3.3747,0.022,-99.0,0.038,0.22,147.1714,0.117,0.209,13.251,6.13,15.545,13.755,14.991,0.728,2.066,-0.13,12.564,14.699,0.52,0.391,14.55,0.069,0.027,3.223,4.158,1.884,1.617,9.65,-99.0,6287.35,-99.0,0.021,-19.892,3.002,14.464,0.402,0.051,0.068,6282.6,0.023,0.071,0.022,12.692,16.73,1,0.0,0.0,1.19,0,0,0,0.0,ALFALFA,2.39,0.08,11.76,1,11.67,11.37,23202.0,2.47,11.76,0,2.57,1,12984.0,11.43,11.67,0
rs0145,0.046,0.371,0.072,0.029,0.205,0.167,12.807,0.303,12.952,17.888,0.118,0.2719,0.089,0.182,0.045,0.412,147.1927,0.22,0.099,13.684,4.75,15.813,14.203,15.281,0.579,1.767,0.25,12.946,15.075,0.51,0.734,14.9,0.209,0.026,2.741,3.565,1.553,1.346,9.41,-99.0,5833.56,-99.0,0.029,-19.552,2.591,14.859,0.753,0.096,0.055,5855.2,0.031,0.072,0.023,13.022,16.861,1,0.02,0.39,0.42,0,1,1,0.37,GBT,0.95,0.04,11.77,1,11.67,11.38,23850.0,3.61,11.6,0,3.43,1,13601.0,11.3,11.67,0
rs0146,0.048,0.173,0.075,0.031,0.433,0.173,-99.0,0.315,13.339,17.485,0.123,2.4626,0.4,-99.0,0.283,0.428,147.2486,0.228,0.313,14.055,12.11,15.77,14.818,15.427,0.281,1.316,0.095,13.78,15.21,0.35,0.762,28.6,0.251,0.061,2.162,2.913,1.127,1.019,9.07,-99.0,5945.01,-99.0,0.045,-19.46,2.066,14.997,0.782,0.1,0.033,5979.9,0.069,0.36,0.04,13.47,16.715,1,0.09,4.09,2.38,0,1,1,4.09,ALFALFA,2.58,0.07,11.43,1,11.32,11.97,23229.0,3.27,11.43,0,3.36,1,13010.0,11.76,11.32,0
rs0147,0.023,0.274,0.036,0.014,0.119,0.082,13.176,0.149,12.78,17.492,0.058,4.3031,0.03,0.049,0.037,0.203,147.2528,0.108,0.189,13.863,5.35,15.617,14.323,15.245,0.431,1.522,-0.122,13.35,15.057,0.87,0.361,11.54,0.126,0.021,2.516,3.289,1.426,1.269,9.29,-99.0,5937.36,-99.0,0.021,-19.505,2.295,14.914,0.37,0.047,0.073,5935.5,0.023,0.101,0.025,13.433,16.636,1,0.0,0.0,2.41,0,0,0,0.0,ALFALFA,2.38,0.08,11.15,1,11.29,11.35,23220.0,4.82,11.12,0,5.01,1,13002.0,11.25,11.29,0
rs0148,0.048,0.482,0.075,0.031,0.044,0.174,11.436,0.316,11.146,16.955,0.123,2.4811,0.056,0.286,0.024,0.43,147.2864,0.23,0.051,12.166,12.19,14.413,12.583,13.817,0.737,1.975,-0.16,11.405,13.488,0.79,0.765,24.25,0.133,0.026,3.108,3.961,1.87,1.614,10.27,-99.0,5945.01,-99.0,0.053,-21.057,2.829,13.221,0.786,0.1,0.119,5942.0,0.037,0.041,0.021,11.522,15.607,1,0.1,8.31,8.43,0,1,1,7.85,GBT,1.99,0.11,11.43,1,11.32,11.97,23229.0,3.27,11.43,0,3.36,1,13010.0,11.76,11.32,0
rs0149,0.041,0.412,0.064,0.026,0.111,0.148,14.178,0.27,13.644,19.803,0.105,0.2176,0.046,0.328,0.18,0.367,147.3055,0.196,0.29,15.031,6.3,17.184,15.522,16.645,0.628,1.797,0.028,14.537,16.368,0.43,0.653,14.43,0.202,0.035,2.941,3.75,1.771,1.555,8.97,-99.0,5833.56,-99.0,0.026,-18.144,2.607,16.141,0.67,0.085,0.052,5803.0,0.052,0.485,0.03,14.607,18.282,1,0.0,0.0,0.34,0,0,0,0.0,GBT,0.7,0.02,0.0,1,11.84,0.0,0.0,0.0,0.0,0,3.43,0,13601.0,11.3,11.67,0
rs0150,0.025,0.332,0.04,0.016,0.471,0.092,14.315,0.167,13.619,18.929,0.065,4.1991,0.048,0.545,0.206,0.226,147.5602,0.121,0.243,15.371,8.47,16.916,15.815,16.519,0.534,1.74,-0.049,14.054,16.294,0.41,0.403,18.43,0.13,0.023,2.771,3.629,1.565,1.362,8.81,-99.0,5851.11,-99.0,0.024,-18.216,2.598,15.944,0.414,0.053,0.045,5861.2,0.044,0.271,0.022,14.825,18.034,1,0.0,0.0,1.21,0,0,0,0.0,ALFALFA,2.4,0.08,10.98,0,0.0,11.15,24010.0,5.09,10.93,0,0.0,1,0.0,0.0,0.0,0
rs0151,0.021,0.186,0.032,0.013,-99.0,0.075,-99.0,0.136,-99.0,18.954,0.053,3.5411,0.032,-99.0,0.178,0.185,147.6431,0.099,-99.0,15.511,6.56,17.043,15.961,16.694,0.291,1.307,-0.096,14.825,16.539,0.45,0.329,15.02,0.158,0.025,2.327,3.089,1.311,1.206,8.69,-99.0,7071.42,-99.0,0.026,-18.427,2.069,16.545,0.338,0.043,0.062,7071.6,0.064,0.338,0.044,-99.0,18.106,0,0.0,0.0,1.6,0,0,0,0.0,ALFALFA,2.33,0.08,11.44,0,0.0,11.28,23984.0,9.92,11.44,0,0.0,1,0.0,0.0,0.0,0
